config_name,optimizer,learning_rate,batch_size,batch_label,mean_val_auc_pr,std_val_auc_pr,mean_val_accuracy,std_val_accuracy,mean_val_precision,std_val_precision,mean_val_recall,std_val_recall,mean_val_f1,std_val_f1,mean_val_f2,std_val_f2,mean_val_cost,std_val_cost,mean_train_mse,std_train_mse,mean_val_mse,std_val_mse,gap_mse,mean_threshold,std_threshold,mean_stopped_at,mean_test_auc_pr,std_test_auc_pr,mean_test_accuracy,std_test_accuracy,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_f1,std_test_f1,mean_test_f2,std_test_f2,mean_test_cost,std_test_cost,mean_test_mse,std_test_mse,mean_elapsed_s,std_elapsed_s
32_lr1e-03,gd,0.001,32,32,0.9610624053647395,0.00033062230619263834,0.963048488495953,0.0019993293607814488,0.7808089711583557,0.011958785244321904,0.9548023533737819,0.005105495170853976,0.857961029189721,0.0060353055310858085,0.9131890008822541,0.0028079922676294074,0.04218981879706303,0.0017343458608570336,0.007459703631150468,0.00013246531388783859,0.007505264938882672,0.00013289832419113325,4.5561307732204e-05,0.6953386926006979,0.006035886362836777,500.0,0.9663523873000817,0.0007809753811831153,0.9610320284697508,0.003791330205100022,0.7555823632682105,0.01971601231261411,0.9815384615384616,0.003768445758128116,0.8536978653726554,0.011959528433129075,0.9260094024447051,0.005156767124020471,0.04110320284697504,0.003620460845084652,0.0068829417904141404,8.625772952358873e-05,29.610681818184094,3.388766278966445
32_lr1e-04,gd,0.0001,32,32,0.9344811869569731,0.018145171249138378,0.9642733213082677,0.01047742071207997,0.8254482286325591,0.06377582923546385,0.8917870932156647,0.01343571880696401,0.8548010253462544,0.03597539120599899,0.8759003305601798,0.01869494636986288,0.04827282386308751,0.01084768573287919,0.02195827211846984,0.0024797862350453177,0.021990428442336264,0.002483064639932645,3.2156323866421035e-05,0.6142303640013224,0.021038654616634945,500.0,0.9689194645626975,0.0121771084847867,0.9679715302491104,0.010018283459259234,0.8065406316905787,0.05753893638080195,0.9584615384615385,0.012498520622516848,0.8749788863664444,0.03562158068672812,0.9229360205165211,0.020151758097352975,0.036832740213523084,0.010788260776671964,0.01893299548433516,0.0019264073624477617,28.14488274931573,1.8648088922869182
64_lr1e-01,gd,0.1,64,64,0.9510004092483799,3.576957206770467e-05,0.9620761604087017,0.000182923387516343,0.7724622712552133,0.001168129844193795,0.9550983636697923,0.0005405405405405351,0.8539017529661382,0.0005457366380994191,0.9118013275344394,0.00020998576024202012,0.04313020830227432,0.00014030231743690413,0.005426181891718128,5.845482722799166e-07,0.005463084891729819,1.5946858816318757e-07,3.690300001169197e-05,0.8125407487038068,0.00045093254861989173,173.88000000000002,0.9510590505831301,7.441537969005966e-05,0.9597864768683275,0.0003558718861210508,0.7697250665161655,0.001951140853019462,0.9307692307692308,0.0,0.8426200154858693,0.0011711188540456609,0.8933848359280707,0.0005272262236223125,0.048220640569395,0.0003558718861210008,0.0054907096848255,1.0437183444209753e-06,5.165587806994154,0.28536022876078926
64_lr1e-02,gd,0.01,64,64,0.9526520561429022,4.297590520946502e-05,0.9637699831319072,0.0,0.7813621163242132,0.0,0.9553686339400626,0.0,0.8594814743241427,0.0,0.9145039661437323,0.0,0.0414050130300492,0.0,0.005471499789637855,2.14491699791706e-06,0.00551772295883402,2.1665589597071912e-06,4.6223169196164465e-05,0.7985956611307252,0.0001174432697653241,500.0,0.9518387646898226,4.588702450751825e-05,0.9590747330960854,0.0,0.7658227848101266,0.0,0.9307692307692308,0.0,0.8402777777777779,0.0,0.892330383480826,0.0,0.048932384341637,0.0,0.00550394097202072,7.101092798849587e-07,16.90808115061882,0.44150871518143625
64_lr1e-03,gd,0.001,64,64,0.9595832567962843,0.0019218615382078528,0.968663266570192,0.0012752732751488399,0.8311793590467907,0.010589488483857257,0.9277532634675492,0.007623180182451663,0.8744729805966713,0.0029692241249742865,0.9050097554305078,0.002957797738778271,0.039711288035831606,0.0004587711094485623,0.009825906926141248,0.0003527886527815532,0.009868302897709463,0.0003538230809797842,4.239597156821644e-05,0.674565670767804,0.005913318578827147,500.0,0.9745791650560409,0.002514238568138664,0.9706405693950177,0.001949190596103808,0.8090435020300634,0.010394047234449543,0.976923076923077,0.006880209161537889,0.8850496630812366,0.007056619572186899,0.9379626684335107,0.006028293422078803,0.03202846975088962,0.0023872611859428383,0.008787195651336059,0.00024442802142087824,15.556309927420807,0.30155172996948354
64_lr1e-04,gd,0.0001,64,64,0.8633070809200053,0.09240355025841097,0.9384922369044071,0.03761978911925467,0.7328952464312525,0.14525177194839545,0.8403162346019488,0.056375161654588335,0.7745262458579124,0.10943596477735659,0.8095930523672681,0.08011578646697949,0.08001496554252273,0.043410801005890697,0.030598099348455043,0.004307856709425608,0.030622895021918013,0.004310288437752636,2.4795673462967016e-05,0.595609564129468,0.025888236933329457,500.0,0.9229902574036417,0.053038904379654674,0.947508896797153,0.032445876385783806,0.7423520944192503,0.13869737197528378,0.8953846153846154,0.048308672209561754,0.806836902797009,0.10204493259404046,0.8560617171320223,0.07105637356563686,0.06459074733096078,0.03706282255774798,0.02706564390948134,0.003697259084534861,15.328256226203667,1.0482922371946684
128_lr1e-01,gd,0.1,128,128,0.9510668921249209,2.3378197418819284e-05,0.9623272146765626,0.000153693474057018,0.7739119212336146,0.0011206863628322476,0.9548280933995219,0.0006620242548062576,0.854689588469709,0.00042033286019442853,0.9120159596483773,0.00017047134756916909,0.04291052658343294,7.684673702849539e-05,0.005426032906511653,6.147816784173795e-07,0.005464328422001267,1.2372421504923494e-07,3.829551548961609e-05,0.8123887964227647,0.0006111140309694328,261.2,0.9510742705446177,6.492046470271432e-05,0.959964412811388,0.0005626828576812221,0.7707131442558356,0.003104838152090568,0.9307692307692308,0.0,0.8432096697340601,0.0018581827432638388,0.8936492289603309,0.0008348515633673876,0.048042704626334504,0.000562682857681211,0.0054907124590454996,2.927816899213005e-07,4.05076928682538,0.2211229888204621
128_lr1e-02,gd,0.01,128,128,0.9560607780257936,0.0001528169858056804,0.9610078688239222,0.00012544717172224314,0.7657271890126355,0.0006278749787082988,0.9634951277808422,0.0,0.8522250364791125,0.0003940370736679017,0.9153148374794716,0.0001852448282601304,0.043225950481470585,0.00012544717172220497,0.005826662318767328,2.0091921296615387e-05,0.005872633220502884,2.0160204599323283e-05,4.597090173555536e-05,0.7506868184269289,0.001649076395092218,500.0,0.9562589500309278,0.00039329292106416716,0.9588967971530249,0.000355871886120962,0.7491124260355029,0.0017751479289940695,0.9692307692307691,1.1102230246251565e-16,0.8450719400237929,0.0011312877376489006,0.9154318695784249,0.0005316096803591464,0.044661921708185,0.0003558718861209981,0.0056985313341669196,1.0202434156227718e-05,8.230513328775851,0.15451778057080362
128_lr1e-03,gd,0.001,128,128,0.9536339102939531,0.00477978350299686,0.9713307951200736,0.003141586563270149,0.8611250899334074,0.028884605649096326,0.9066519580805295,0.012838459205269197,0.8812415043708294,0.009991433482222527,0.8957638641470608,0.004579448601704547,0.03949022865476062,0.0019644504204644597,0.013541811155117569,0.0008778024929216057,0.013579957924967773,0.0008800151425939217,3.8146769850202694e-05,0.6509089074218493,0.021155177076113228,500.0,0.9772019902353172,0.004237033049221263,0.9741992882562277,0.004605757688805995,0.8357994871370668,0.03181630426032379,0.9692307692307693,0.0108785658644084,0.8971396420421964,0.01630557121368362,0.9389191680432984,0.008133151366589634,0.029359430604982178,0.0043946936068428805,0.01179985781438092,0.0006157667649866957,9.149908673796745,0.6350288960961004
128_lr1e-04,gd,0.0001,128,128,0.6661918857094697,0.19967649710283703,0.8312857746715758,0.1487871213630917,0.5093731765947739,0.2165958419359517,0.7918514432800146,0.05588987925188047,0.5951152914340629,0.18900609030464446,0.6834512562568442,0.1430750991611689,0.1928367962376655,0.15389124249420125,0.03889348517101064,0.006041656240628956,0.03891030239297618,0.006043762797728565,1.6817221965534367e-05,0.5570497444756548,0.018670087013633284,500.0,0.7733719133010845,0.17745962525126918,0.8455516014234876,0.1503380772388149,0.5377859428611007,0.23018791091418425,0.8492307692307692,0.0737178372351442,0.6353454625910896,0.2060656912453622,0.7329040779900644,0.15903741388811007,0.17188612099644124,0.1559843757955638,0.035765140933920206,0.00572346812593412,8.980402507446707,0.4568305487952641
full_lr1e-01,gd,0.1,-1,full,0.9606036606165128,0.0013927533032092926,0.9678158630319743,0.0016199118631144045,0.8227031560405837,0.014219803490225287,0.9323533737819453,0.007067179088607313,0.8719668876461126,0.004931083308564414,0.9066024078265066,0.0020217302062863983,0.04002545647147208,0.0008504150068458414,0.008942303135669858,0.0002611154804870662,0.008985989316297219,0.00026189060708326644,4.368618062736383e-05,0.6866969523754985,0.007410932424666006,500.0,0.9746169821233105,0.0025342771355523113,0.9733096085409253,0.0007957537286476343,0.829008920143951,0.004784739780475509,0.9692307692307693,0.0108785658644084,0.8935994308175943,0.0036184834186965874,0.9374762182076182,0.00742899075149988,0.030249110320284663,0.0018662079148934786,0.008781213459652642,0.00024401549638665743,1.7101034294442798,0.19008765839111957
full_lr1e-02,gd,0.01,-1,full,0.897370174569691,0.05658159899412988,0.9487775411683843,0.025610151243535564,0.7600252691776601,0.11915261130242492,0.8684923699209414,0.03582664343019906,0.8050089560178908,0.08144358207810645,0.8401427530583874,0.05375261595744617,0.06646634925974242,0.028913645936591643,0.027722050126428154,0.0036896939032285184,0.027749443176207055,0.003692412976577273,2.739304977889684e-05,0.5995457489313896,0.025961750052413395,500.0,0.9230653746137536,0.0529841520431623,0.9514234875444838,0.02987310794825525,0.7601955260257502,0.1321151518140269,0.8938461538461538,0.04252392295718542,0.8176216194098676,0.096407830617159,0.8603631511463548,0.06612972400501177,0.06085409252669034,0.03424330879177203,0.027058503386899763,0.0036965866572759467,1.7183899129588098,0.0621564715441646
full_lr1e-03,gd,0.001,-1,full,0.3227544139349879,0.24675308395374587,0.5062340331358006,0.2549035899568247,0.24380587874409204,0.17422356795069383,0.8410700496414784,0.09544323541429009,0.3458882878752364,0.17514270435634405,0.5013139607097559,0.13812192975019705,0.5121808968583816,0.24892550252344148,0.04860010163149765,0.007647511007779658,0.04860663277313159,0.0076487852839591,6.531141633936422e-06,0.4170890356170058,0.1667508814470019,500.0,0.3552710061387831,0.27375799119497446,0.48772241992882553,0.26454377620969954,0.2525064669017111,0.22262170956947674,0.836923076923077,0.09299742313666101,0.3453163149096342,0.21092076450791827,0.49559570073074183,0.16073138783862895,0.5311387900355872,0.26060479025031286,0.0481049965352382,0.00805478011046027,1.6823808727946017,0.03936884993152172
full_lr1e-04,gd,0.0001,-1,full,0.22267483780150035,0.19503702854957813,0.2943231147293738,0.2809226347440449,0.17865989460489068,0.1184711600308443,0.9488600845743702,0.06961807870636366,0.2806069383004931,0.13574758482033192,0.45826538050886684,0.11494414716379443,0.7116053393916042,0.27312081903055263,0.05228967062744412,0.008091912191129511,0.05229212561440011,0.008092620217140535,2.4549869559867265e-06,0.34010216712851304,0.1585264554912223,500.0,0.2519854544510413,0.23999323741031134,0.29786476868327394,0.2975083646915843,0.19405751372933916,0.15187987005630021,0.9492307692307692,0.06391562485489537,0.2934732386446678,0.16567130711864747,0.46561777832962015,0.13600051875730493,0.7080071174377224,0.29056476406994153,0.05185116699307374,0.008531517617899697,1.6455091398420336,0.020932953262488847
