candidate_name,strategy,scaler,optimizer,learning_rate,batch_size,batch_label,momentum,seed,threshold,threshold_selection_rule,epochs,mean_val_f2,std_val_f2,mean_val_cost,std_val_cost,train_auc_pr,test_auc_pr,test_precision,test_recall,test_f1,test_f2,train_mse,test_mse,train_cost,test_cost,train_cost_mean,test_cost_mean
momentum_b16_lr1e-04,S3,z-score,momentum,0.0001,16,16,0.9,3,0.75,min(2*FN + FP),500,0.893513486239355,0.0237496175805053,0.04030881877708885,0.004835567396909846,0.9572992596855896,0.9590994489459957,0.7682926829268293,0.9692307692307692,0.8571428571428572,0.9210526315789475,0.005867791441311875,0.005898310168324348,289,46,0.04532622333751568,0.04092526690391459
