config_name,hidden_activation,arch_name,architecture,mean_val_acc,std_val_acc,mean_test_acc,std_test_acc,mean_macro_f1,std_macro_f1,mean_epochs,mean_elapsed_s,std_elapsed_s
tanh_1L-256,tanh,1L-256,"[784, 256, 10]",0.9516686771210294,0.002294385624075153,0.8501401682018421,0.00200080031987132,0.803204327675255,0.0018645419520484415,95.2,181.26553065320041,21.377225273000104
logistic_1L-256,logistic,1L-256,"[784, 256, 10]",0.9543224768797749,0.0012613097821759715,0.8533440128153785,0.0009611533840608718,0.8064812192249509,0.0007880462018280455,87.2,162.3409092935981,15.28160018334139
relu_1L-256,relu,1L-256,"[784, 256, 10]",0.9615601125854445,0.0014519879441308382,0.8633560272326793,0.003095898772941553,0.8167690939015044,0.003312551114741492,93.6,156.97082262500044,31.096977172800262
tanh_2L-128-64,tanh,2L-128-64,"[784, 128, 64, 10]",0.9496582227583433,0.0026108054814231252,0.8515018021625952,0.0017438158636024824,0.8048397207988929,0.0018586040663775727,134.2,147.50131688859983,14.341713426326008
logistic_2L-128-64,logistic,2L-128-64,"[784, 128, 64, 10]",0.9484519501407316,0.003600004710188937,0.8466960352422908,0.002140230551203422,0.7997199382343162,0.00216471848771739,72.2,73.46003354599671,4.706802965796319
relu_2L-128-64,relu,2L-128-64,"[784, 128, 64, 10]",0.9616405307599518,0.0028386590421749292,0.8639967961553865,0.001653165193476207,0.8175768148879639,0.0016950708670824008,88.8,84.23135679699627,23.41990563388331
