phase,strategy,joint_name,split_kind,split_id,seed,scaler,optimizer,learning_rate,batch_size,weight_decay,epochs,train_size,val_size,threshold_selected,train_mse,val_mse,train_auc_pr,val_auc_pr,train_precision,train_recall,train_f1,val_precision,val_recall,val_f1,generalization_gap_auc_pr,generalization_gap_f1,generalization_gap_mse,stopped_at
optimizer_screening,S3,,cv_fold,4,42,min-max,adam,0.0001,32,0.0,100,5102,1274,0.6363020033941037,0.01853441510928909,0.019837516009415482,0.9311758703390521,0.952688526046434,0.9822134387351779,0.839527027027027,0.9052823315118397,0.9774436090225563,0.8843537414965986,0.9285714285714285,-0.02151265570738181,-0.023289097059588815,0.0013031009001263916,100
optimizer_screening,S3,,cv_fold,0,42,min-max,adam,0.0002,32,0.0,100,5100,1276,0.7219568908491288,0.014024084759035948,0.01437345417290965,0.9444241180705223,0.9338044002139604,0.9764243614931237,0.8409475465313029,0.9036363636363637,0.9921875,0.8581081081081081,0.9202898550724637,0.010619717856561905,-0.016653491436100065,0.00034936941387370135,100
optimizer_screening,S3,,cv_fold,1,42,min-max,adam,0.0002,32,0.0,100,5100,1276,0.6848641956825404,0.014156028261801682,0.013877409475476821,0.9447972869016001,0.9313654144229876,0.9310344827586207,0.868020304568528,0.8984238178633975,0.9694656488549618,0.8581081081081081,0.9103942652329748,0.01343187247861255,-0.011970447369577308,-0.0002786187863248607,100
optimizer_screening,S3,,cv_fold,2,42,min-max,adam,0.0002,32,0.0,100,5101,1275,0.728462383385559,0.014351207200608056,0.013007549353850152,0.9394786349033464,0.9528924430532244,0.9879759519038076,0.8341793570219966,0.9045871559633029,0.9921875,0.8581081081081081,0.9202898550724637,-0.013413808149878026,-0.01570269910916089,-0.0013436578467579032,100
optimizer_screening,S3,,cv_fold,3,42,min-max,adam,0.0002,32,0.0,100,5101,1275,0.7004375695978142,0.014079821422062334,0.014344238498220674,0.9442635581944366,0.9346029550645004,0.960377358490566,0.8612521150592216,0.9081177520071365,0.9765625,0.8445945945945946,0.9057971014492753,0.009660603129936218,0.002320650557861237,0.0002644170761583395,100
optimizer_screening,S3,,cv_fold,4,42,min-max,adam,0.0002,32,0.0,100,5102,1274,0.7070802523143558,0.013527813201748045,0.01474366972411005,0.9403871229997545,0.9574481651291793,0.9727095516569201,0.8429054054054054,0.9031674208144796,0.9776119402985075,0.891156462585034,0.9323843416370107,-0.01706104212942483,-0.029216920822531023,0.0012158565223620056,100
batch_lr_joint,S3,E0,cv_fold,0,42,min-max,adam,1.25e-05,1,0.0,500,5100,1276,0.7875708911550046,0.0077192050503257685,0.008027766239978818,0.9607139962555311,0.9575914630604286,0.927007299270073,0.8595600676818951,0.8920105355575065,0.9411764705882353,0.8648648648648649,0.9014084507042254,0.0031225331951024726,-0.009397915146718838,0.00030856118965304994,500
batch_lr_joint,S3,E0,cv_fold,1,42,min-max,adam,1.25e-05,1,0.0,500,5100,1276,0.7788031012363119,0.007726604629982241,0.007870421952419118,0.9595453727805853,0.9590253899175599,0.903169014084507,0.868020304568528,0.8852459016393442,0.9465648854961832,0.8378378378378378,0.8888888888888888,0.0005199828630253478,-0.0036429872495445936,0.00014381732243687762,500
batch_lr_joint,S3,E0,cv_fold,2,42,min-max,adam,1.25e-05,1,0.0,500,5101,1275,0.7684473132027302,0.007950274074394815,0.0071472628529198,0.9574413670452062,0.9646788044947398,0.8838821490467937,0.8629441624365483,0.8732876712328768,0.9006622516556292,0.918918918918919,0.9096989966555183,-0.007237437449533535,-0.03641132542264158,-0.0008030112214750156,500
batch_lr_joint,S3,E0,cv_fold,3,42,min-max,adam,1.25e-05,1,0.0,500,5101,1275,0.8457473852025438,0.007892542524751854,0.007665897894990795,0.961763438290946,0.9514095244167147,0.9789915966386554,0.7884940778341794,0.8734770384254921,0.967479674796748,0.8040540540540541,0.8782287822878229,0.010353913874231346,-0.004751743862330793,-0.00022664462976105908,500
batch_lr_joint,S3,E0,cv_fold,4,42,min-max,adam,1.25e-05,1,0.0,500,5102,1274,0.7911393818655256,0.007247481664553802,0.008004062183475047,0.9594909559858793,0.9605222475454653,0.922509225092251,0.8445945945945946,0.8818342151675486,0.9219858156028369,0.8843537414965986,0.9027777777777778,-0.001031291559586034,-0.020943562610229227,0.0007565805189212451,500
batch_lr_joint,S3,E1,cv_foldc) ¿cuál es el mejor modelo que obtuvieron para presentar a su cliente? CompanyX les
solicita que, sumado a tener un modelo más pequeño, realicen una recomendación del
umbral de detección de fraude.,0,42,min-max,adam,1.25e-05,4,0.0,500,5100,1276,0.7342681172262128,0.011693683589706681,0.011998582557731508,0.9524347239509744,0.9432163081111644,0.9653846153846154,0.8494077834179357,0.9036903690369036,0.9921259842519685,0.8513513513513513,0.9163636363636364,0.00921841583980998,-0.012673267326732796,0.0003048989680248266,500
batch_lr_joint,S3,E1,cv_fold,1,42,min-max,adam,1.25e-05,4,0.0,500,5100,1276,0.7163806951502265,0.01175080424379875,0.011638088657907662,0.9521567698300368,0.9436638535585644,0.9358974358974359,0.8646362098138748,0.8988566402814424,0.9763779527559056,0.8378378378378378,0.901818181818182,0.008492916271472417,-0.0029615415367395537,-0.00011271558589108846,500
batch_lr_joint,S3,E1,cv_fold,2,42,min-max,adam,1.25e-05,4,0.0,500,5101,1275,0.7520470906892083,0.011991279131347444,0.010814990818502124,0.9476313896725959,0.9613936760441238,0.9818913480885312,0.8257191201353637,0.8970588235294117,0.984375,0.8513513513513513,0.9130434782608695,-0.013762286371527988,-0.015984654731457826,-0.0011762883128453201,500
batch_lr_joint,S3,E1,cv_fold,3,42,min-max,adam,1.25e-05,4,0.0,500,5101,1275,0.7215337789479945,0.011799766761874678,0.011898373340172116,0.9526652152935605,0.9418406066341348,0.9570093457943926,0.8663282571912013,0.9094138543516874,0.96875,0.8378378378378378,0.8985507246376812,0.010824608659425694,0.01086312971400627,9.86065782974388e-05,500
batch_lr_joint,S3,E1,cv_fold,4,42,min-max,adam,1.25e-05,4,0.0,500,5102,1274,0.7363779693415746,0.01111533833248566,0.01218939791176921,0.9499336049371917,0.9617536784827952,0.9764243614931237,0.839527027027027,0.9028156221616711,0.9632352941176471,0.891156462585034,0.9257950530035336,-0.011820073545603549,-0.02297943084186249,0.0010740595792835504,500
batch_lr_joint,S3,E2,cv_fold,0,42,min-max,adam,5e-05,16,0.0,500,5100,1276,0.7831707967436577,0.009494702330268981,0.009790504678098947,0.9554872699396277,0.9478454162464949,0.9573643410852714,0.8358714043993232,0.8925022583559168,0.9920634920634921,0.8445945945945946,0.9124087591240876,0.007641853693132861,-0.0199065007681708,0.00029580234782996574,500
batch_lr_joint,S3,E2,cv_fold,1,42,min-max,adam,5e-05,16,0.0,500,5100,1276,0.7691561888545629,0.00953165927226969,0.009559684650876962,0.9546679777999996,0.9493375481854636,0.9442379182156134,0.8595600676818951,0.8999114260407441,0.968503937007874,0.831081081081081,0.8945454545454545,0.005330429614536003,0.005365971495289612,2.80253786072715e-05,500
batch_lr_joint,S3,E2,cv_fold,2,42,min-max,adam,5e-05,16,0.0,500,5101,1275,0.7656180245886268,0.00974111519435157,0.008795221342696637,0.9507814794771134,0.96299260273769,0.9380863039399625,0.8460236886632826,0.8896797153024911,0.9236111111111112,0.8986486486486487,0.9109589041095891,-0.012211123260576606,-0.021279188807098004,-0.0009458938516549321,500
batch_lr_joint,S3,E2,cv_fold,3,42,min-max,adam,5e-05,16,0.0,500,5101,1275,0.7909946819517327,0.009621848606054558,0.009472520765661362,0.956278236950173,0.9445584010732577,0.9722772277227723,0.8307952622673435,0.8959854014598538,0.975609756097561,0.8108108108108109,0.8856088560885609,0.011719835876915274,0.010376545371292956,-0.00014932784039319545,500
batch_lr_joint,S3,E2,cv_fold,4,42,min-max,adam,5e-05,16,0.0,500,5102,1274,0.7380491751286539,0.008878338794801396,0.009845432304569614,0.9540137209774784,0.9605319074640116,0.8802698145025295,0.8817567567567568,0.8810126582278482,0.9115646258503401,0.9115646258503401,0.9115646258503401,-0.0065181864865332395,-0.030551967622491905,0.0009670935097682177,500
batch_lr_joint,S3,E3,cv_fold,0,42,min-max,adam,0.0001,32,0.0,500,5100,1276,0.7856217314303873,0.00895296583197688,0.009251927569428768,0.9555607524230946,0.9487955802887699,0.9419475655430711,0.8510998307952623,0.8942222222222223,0.9694656488549618,0.8581081081081081,0.9103942652329748,0.006765172134324704,-0.01617204301075259,0.0002989617374518881,500
batch_lr_joint,S3,E3,cv_fold,1,42,min-max,adam,0.0001,32,0.0,500,5100,1276,0.7846888579495733,0.008988233913698363,0.009049258986445284,0.9546159544743348,0.9504721607603079,0.937037037037037,0.856175972927242,0.8947833775419983,0.976,0.8243243243243243,0.8937728937728938,0.004143793714026844,0.0010104837691045088,6.102507274692061e-05,500
batch_lr_joint,S3,E3,cv_fold,2,42,min-max,adam,0.0001,32,0.0,500,5101,1275,0.7964606824342267,0.009183779761427428,0.008312639134293464,0.9509473267580134,0.9626671987882827,0.9624505928853755,0.8240270727580372,0.8878760255241568,0.9552238805970149,0.8648648648648649,0.9078014184397162,-0.011719872030269252,-0.019925392915559392,-0.000871140627133964,500
batch_lr_joint,S3,E3,cv_fold,3,42,min-max,adam,0.0001,32,0.0,500,5101,1275,0.822599024136062,0.009084783259681815,0.00885489530023207,0.9564583425661586,0.9450104129121355,0.9794661190965093,0.8071065989847716,0.8849721706864565,0.9754098360655737,0.8040540540540541,0.8814814814814814,0.011447929654023081,0.0034906892049750837,-0.00022988795944974515,500
batch_lr_joint,S3,E3,cv_fold,4,42,min-max,adam,0.0001,32,0.0,500,5102,1274,0.759819582349466,0.008324010910962283,0.009263872494707611,0.9544442276615502,0.9597428158976758,0.8835616438356164,0.8716216216216216,0.8775510204081631,0.9172413793103448,0.9047619047619048,0.910958904109589,-0.005298588236125612,-0.03340788370142589,0.0009398615837453283,500
batch_lr_joint,S3,E4,cv_fold,0,42,min-max,adam,0.0002,128,0.0,500,5100,1276,0.7751660193608843,0.011648428927216589,0.01197285724556331,0.9466941814080256,0.9375313392331645,0.978,0.8274111675126904,0.8964252978918424,1.0,0.8378378378378378,0.911764705882353,0.009162842174861185,-0.01533940799051059,0.0003244283183467204,500
batch_lr_joint,S3,E4,cv_fold,1,42,min-max,adam,0.0002,128,0.0,500,5100,1276,0.7488002433429342,0.01174399939102616,0.011598176505954209,0.9471029342756743,0.9358382936943151,0.9548022598870056,0.8578680203045685,0.9037433155080214,0.9761904761904762,0.831081081081081,0.8978102189781021,0.01126464058135912,0.005933096529919357,-0.0001458228850719518,500
batch_lr_joint,S3,E4,cv_fold,2,42,min-max,adam,0.0002,128,0.0,500,5101,1275,0.7573163425615,0.011924651964008593,0.010842558435238367,0.9414057166219747,0.9568140799511452,0.96875,0.8392554991539763,0.899365367180417,0.9621212121212122,0.8581081081081081,0.9071428571428571,-0.015408363329170505,-0.007777489962440098,-0.0010820935287702265,500
batch_lr_joint,S3,E4,cv_fold,3,42,min-max,adam,0.0002,128,0.0,500,5101,1275,0.745850112369495,0.011751667953057003,0.011734094899244827,0.9471491109154132,0.9368882882258983,0.9585687382297552,0.8612521150592216,0.9073083778966132,0.9612403100775194,0.8378378378378378,0.8953068592057762,0.010260822689514892,0.012001518690836988,-1.757305381217683e-05,500
batch_lr_joint,S3,E4,cv_fold,4,42,min-max,adam,0.0002,128,0.0,500,5102,1274,0.7400318212692226,0.011092705697685567,0.012232547827288385,0.9439793879535441,0.9573873934537984,0.943609022556391,0.847972972972973,0.8932384341637011,0.9492753623188406,0.891156462585034,0.919298245614035,-0.013408005500254339,-0.02605981145033387,0.0011398421296028183,500
batch_lr_joint,S3,E5,cv_fold,0,42,min-max,adam,0.0004,512,0.0,500,5100,1276,0.6717143186792507,0.0165901589945873,0.01704523493282583,0.9392493047319563,0.9281646267790086,0.9766536964980544,0.8494077834179357,0.9085972850678732,0.9844961240310077,0.8581081081081081,0.9169675090252708,0.011084677952947763,-0.008370223957397616,0.00045507593823853124,500
batch_lr_joint,S3,E5,cv_fold,1,42,min-max,adam,0.0004,512,0.0,500,5100,1276,0.6419932169671506,0.016799230169953893,0.01637011833802903,0.939945556357807,0.925073240499608,0.9243243243243243,0.868020304568528,0.8952879581151832,0.9481481481481482,0.8648648648648649,0.9045936395759717,0.014872315858198926,-0.009305681460788473,-0.0004291118319248617,500
batch_lr_joint,S3,E5,cv_fold,2,42,min-max,adam,0.0004,512,0.0,500,5101,1275,0.6917481688468068,0.016993404360412072,0.015491828851799044,0.9344680847093805,0.94707019479075,0.988,0.8358714043993232,0.9055912007332722,0.9921875,0.8581081081081081,0.9202898550724637,-0.012602110081369577,-0.014698654339191597,-0.0015015755086130282,500
batch_lr_joint,S3,E5,cv_fold,3,42,min-max,adam,0.0004,512,0.0,500,5101,1275,0.6560134996781728,0.016640508405908812,0.017097836344698657,0.9386770909494035,0.930240544116833,0.9606003752345216,0.8663282571912013,0.9110320284697508,0.984251968503937,0.8445945945945946,0.9090909090909091,0.008436546832570557,0.0019411193788417824,0.0004573279387898449,500
batch_lr_joint,S3,E5,cv_fold,4,42,min-max,adam,0.0004,512,0.0,500,5102,1274,0.6760441700927022,0.01625820738728236,0.017498052293449588,0.9341752227918575,0.9544777549220853,0.9841584158415841,0.839527027027027,0.9061075660893344,0.9774436090225563,0.8843537414965986,0.9285714285714285,-0.020302532130227813,-0.022463862482094088,0.0012398449061672284,500
batch_lr_joint,S3,E6,cv_fold,0,42,min-max,adam,0.0002,-1,0.0,500,5100,1276,0.4853638709033724,0.04045078214548011,0.04166200112027099,0.8341933776897719,0.8214942866587968,0.7697715289982425,0.7411167512690355,0.7551724137931034,0.7466666666666667,0.7567567567567568,0.7516778523489932,0.012699091030975107,0.0034945614441102,0.00121121897479088,500
batch_lr_joint,S3,E6,cv_fold,1,42,min-max,adam,0.0002,-1,0.0,500,5100,1276,0.4918030125547969,0.04084053415355507,0.040123292130830115,0.8313100071861851,0.8350452512171868,0.8755656108597285,0.6548223350253807,0.7492739593417233,0.8849557522123894,0.6756756756756757,0.7662835249042146,-0.003735244031001672,-0.017009565562491336,-0.0007172420227249537,500
batch_lr_joint,S3,E6,cv_fold,2,42,min-max,adam,0.0002,-1,0.0,500,5101,1275,0.48690093220024416,0.04096023161198909,0.039717744434839476,0.8310778596244971,0.8266788435703291,0.7928436911487758,0.7123519458544839,0.750445632798574,0.8076923076923077,0.7094594594594594,0.7553956834532374,0.004399016054168037,-0.004950050654663363,-0.0012424871771496149,500
batch_lr_joint,S3,E6,cv_fold,3,42,min-max,adam,0.0002,-1,0.0,500,5101,1275,0.4915697953872663,0.04065830222105726,0.040823765515868395,0.8321459036217628,0.816698533064334,0.8622222222222222,0.6565143824027073,0.7454370797310279,0.9393939393939394,0.6283783783783784,0.7530364372469636,0.01544737055742873,-0.007599357515935656,0.00016546329481113148,500
batch_lr_joint,S3,E6,cv_fold,4,42,min-max,adam,0.0002,-1,0.0,500,5102,1274,0.48625057337948896,0.040533174977953786,0.04114258478734899,0.8283364941989119,0.8549063174074489,0.7755474452554745,0.7179054054054054,0.7456140350877192,0.8041958041958042,0.782312925170068,0.793103448275862,-0.02656982320853707,-0.047489413188142815,0.0006094098093952019,500
seed_selection,S3,,cv_fold,0,0,min-max,adam,1.25e-05,1,0.0,500,5100,1276,0.789687889834201,0.007684782993383891,0.007995774812496028,0.9608393726370396,0.9576214859162967,0.9267399267399268,0.856175972927242,0.890061565523307,0.9477611940298507,0.8581081081081081,0.900709219858156,0.0032178867207428574,-0.010647654334849044,0.00031099181911213667,500
seed_selection,S3,,cv_fold,1,0,min-max,adam,1.25e-05,1,0.0,500,5100,1276,0.7788277180856462,0.007692580767030741,0.007835817499750842,0.9596137872130486,0.9594839668523828,0.9033391915641477,0.8697123519458545,0.8862068965517242,0.9465648854961832,0.8378378378378378,0.8888888888888888,0.00012982036066577773,-0.002681992337164596,0.00014323673272010045,500
seed_selection,S3,,cv_fold,2,0,min-max,adam,1.25e-05,1,0.0,500,5101,1275,0.76846750676039,0.007915380800275148,0.007116391210930099,0.9574739056660349,0.9647717626031271,0.8823529411764706,0.8629441624365483,0.872540633019675,0.9006622516556292,0.918918918918919,0.9096989966555183,-0.007297856937092284,-0.03715836363584335,-0.0007989895893450493,500
seed_selection,S3,,cv_fold,3,0,min-max,adam,1.25e-05,1,0.0,500,5101,1275,0.848210629650752,0.007856928633344815,0.007630705607052618,0.9618858663617332,0.9517150112538448,0.9789473684210527,0.7868020304568528,0.8724202626641653,0.967479674796748,0.8040540540540541,0.8782287822878229,0.010170855107888399,-0.005808519623657582,-0.00022622302629219694,500
seed_selection,S3,,cv_fold,4,0,min-max,adam,1.25e-05,1,0.0,500,5102,1274,0.7895334590929072,0.007215781043842279,0.007962574471893961,0.9595595441664562,0.960450476832836,0.9142335766423357,0.8462837837837838,0.8789473684210526,0.9154929577464789,0.8843537414965986,0.8996539792387542,-0.0008909326663798511,-0.020706610817701643,0.0007467934280516826,500
seed_selection,S3,,cv_fold,0,1,min-max,adam,1.25e-05,1,0.0,500,5100,1276,0.789734685081697,0.0076523954892566,0.007966435023309711,0.9608908333962681,0.9575536843262378,0.9267399267399268,0.856175972927242,0.890061565523307,0.9477611940298507,0.8581081081081081,0.900709219858156,0.003337149070030354,-0.010647654334849044,0.0003140395340531111,500
seed_selection,S3,,cv_fold,1,1,min-max,adam,1.25e-05,1,0.0,500,5100,1276,0.7812537638686105,0.007659817392182765,0.007801775806010175,0.9596910523745587,0.9594638588797281,0.9078014184397163,0.8663282571912013,0.8865800865800865,0.9465648854961832,0.8378378378378378,0.8888888888888888,0.00022719349483057982,-0.0023088023088023713,0.00014195841382741003,500
seed_selection,S3,,cv_fold,2,1,min-max,adam,1.25e-05,1,0.0,500,5101,1275,0.7717946031589602,0.00788141517732443,0.007086122579998456,0.9575511828773589,0.9649722687282059,0.8900523560209425,0.8629441624365483,0.8762886597938145,0.9006622516556292,0.918918918918919,0.9096989966555183,-0.007421085850846998,-0.033410336861703804,-0.0007952925973259747,500
seed_selection,S3,,cv_fold,3,1,min-max,adam,1.25e-05,1,0.0,500,5101,1275,0.8488109434671822,0.007824861306799033,0.007599461924964409,0.962015479645677,0.9519084869596237,0.9789915966386554,0.7884940778341794,0.8734770384254921,0.967479674796748,0.8040540540540541,0.8782287822878229,0.010106992686053307,-0.004751743862330793,-0.00022539938183462407,500
seed_selection,S3,,cv_fold,4,1,min-max,adam,1.25e-05,1,0.0,500,5102,1274,0.7913426863902872,0.007187122317078806,0.007929492604667172,0.959601838445756,0.9603557455421406,0.9174311926605505,0.8445945945945946,0.8795074758135445,0.9154929577464789,0.8843537414965986,0.8996539792387542,-0.0007539070963846761,-0.02014650342520974,0.0007423702875883663,500
seed_selection,S3,,cv_fold,0,2,min-max,adam,1.25e-05,1,0.0,500,5100,1276,0.7897752902530638,0.00770898139956337,0.008026754780102511,0.9607839441502253,0.9574165765888502,0.9267399267399268,0.856175972927242,0.890061565523307,0.9477611940298507,0.8581081081081081,0.900709219858156,0.003367367561375123,-0.010647654334849044,0.0003177733805391405,500
seed_selection,S3,,cv_fold,1,2,min-max,adam,1.25e-05,1,0.0,500,5100,1276,0.7788831814712612,0.007715610899972707,0.007850043906754747,0.959623180636037,0.9594237019997901,0.903169014084507,0.868020304568528,0.8852459016393442,0.9465648854961832,0.8378378378378378,0.8888888888888888,0.0001994786362469192,-0.0036429872495445936,0.00013443300678203998,500
seed_selection,S3,,cv_fold,2,2,min-max,adam,1.25e-05,1,0.0,500,5101,1275,0.768519024613183,0.007937288908576756,0.007138740432793636,0.9575495348648377,0.9646989124489745,0.8838821490467937,0.8629441624365483,0.8732876712328768,0.9006622516556292,0.918918918918919,0.9096989966555183,-0.007149377584136807,-0.03641132542264158,-0.00079854847578312,500
seed_selection,S3,,cv_fold,3,2,min-max,adam,1.25e-05,1,0.0,500,5101,1275,0.8458275490681649,0.007878983047509652,0.0076578197729731375,0.9618813566360573,0.9517092992257286,0.9789915966386554,0.7884940778341794,0.8734770384254921,0.967479674796748,0.8040540540540541,0.8782287822878229,0.010172057410328783,-0.004751743862330793,-0.0002211632745365141,500
seed_selection,S3,,cv_fold,4,2,min-max,adam,1.25e-05,1,0.0,500,5102,1274,0.7912974033621777,0.007236993215791047,0.007981712533372464,0.9595802899534231,0.9605306856770021,0.922509225092251,0.8445945945945946,0.8818342151675486,0.9219858156028369,0.8843537414965986,0.9027777777777778,-0.0009503957235789118,-0.020943562610229227,0.0007447193175814174,500
seed_selection,S3,,cv_fold,0,3,min-max,adam,1.25e-05,1,0.0,500,5100,1276,0.7882443573351227,0.0077877486931741645,0.008105979995150146,0.9604185356121414,0.9569109724354246,0.926873857404022,0.8578680203045685,0.8910369068541301,0.9411764705882353,0.8648648648648649,0.9014084507042254,0.0035075631767168547,-0.01037154385009531,0.0003182313019759811,500
seed_selection,S3,,cv_fold,1,3,min-max,adam,1.25e-05,1,0.0,500,5100,1276,0.7787060422088617,0.007795184427389284,0.007919457126569723,0.9593755282023282,0.9585718529011835,0.9033391915641477,0.8697123519458545,0.8862068965517242,0.9465648854961832,0.8378378378378378,0.8888888888888888,0.0008036753011446685,-0.002681992337164596,0.00012427269918043916,500
seed_selection,S3,,cv_fold,2,3,min-max,adam,1.25e-05,1,0.0,500,5101,1275,0.7683987579378241,0.00801913903239003,0.007218260111073937,0.9570631573749657,0.9644319399959482,0.8867595818815331,0.8612521150592216,0.8738197424892704,0.9006622516556292,0.918918918918919,0.9096989966555183,-0.007368782620982506,-0.03587925416624793,-0.0008008789213160925,500
seed_selection,S3,,cv_fold,3,3,min-max,adam,1.25e-05,1,0.0,500,5101,1275,0.8457366069262668,0.007960299399679167,0.007736516403447251,0.9615604105988482,0.9510941909506224,0.9789473684210527,0.7868020304568528,0.8724202626641653,0.967479674796748,0.8040540540540541,0.8782287822878229,0.010466219648225805,-0.005808519623657582,-0.00022378299623191603,500
seed_selection,S3,,cv_fold,4,3,min-max,adam,1.25e-05,1,0.0,500,5102,1274,0.7862620554002542,0.007310575719017819,0.008070883464455142,0.95934605504651,0.96046362297085,0.9130434782608695,0.8513513513513513,0.881118881118881,0.9219858156028369,0.8843537414965986,0.9027777777777778,-0.001117567924339924,-0.021658896658896754,0.000760307745437323,500
seed_selection,S3,,cv_fold,0,4,min-max,adam,1.25e-05,1,0.0,500,5100,1276,0.7897036717863729,0.007679276522253553,0.007982869621666836,0.960778195868736,0.9575028914528165,0.9267399267399268,0.856175972927242,0.890061565523307,0.9477611940298507,0.8581081081081081,0.900709219858156,0.0032753044159195,-0.010647654334849044,0.00030359309941328273,500
seed_selection,S3,,cv_fold,1,4,min-max,adam,1.25e-05,1,0.0,500,5100,1276,0.7788587270724646,0.0076864077661978275,0.007839246351365329,0.9596030839239378,0.9592610987574234,0.9033391915641477,0.8697123519458545,0.8862068965517242,0.9465648854961832,0.8378378378378378,0.8888888888888888,0.00034198516651440247,-0.002681992337164596,0.00015283858516750102,500
seed_selection,S3,,cv_fold,2,4,min-max,adam,1.25e-05,1,0.0,500,5101,1275,0.7725840679817308,0.007912181450164668,0.0071113008316008265,0.9575048809528816,0.9649543035000306,0.8947368421052632,0.8629441624365483,0.8785529715762274,0.9066666666666666,0.918918918918919,0.912751677852349,-0.007449422547149087,-0.03419870627612165,-0.000800880618563842,500
seed_selection,S3,,cv_fold,3,4,min-max,adam,1.25e-05,1,0.0,500,5101,1275,0.8477412002106581,0.007853539997100848,0.00762321213595973,0.9618829671414729,0.95190662087904,0.9789473684210527,0.7868020304568528,0.8724202626641653,0.967479674796748,0.8040540540540541,0.8782287822878229,0.009976346262432934,-0.005808519623657582,-0.0002303278611411174,500
seed_selection,S3,,cv_fold,4,4,min-max,adam,1.25e-05,1,0.0,500,5102,1274,0.7912034998745435,0.0072112258681352286,0.007964720434006508,0.9595485441444056,0.9606715298745614,0.9208103130755064,0.8445945945945946,0.881057268722467,0.9154929577464789,0.8843537414965986,0.8996539792387542,-0.00112298573015579,-0.018596710516287196,0.000753494565871279,500
final_test,S3,E0,fixed_test,0,4,min-max,adam,1.25e-05,1,0.0,500,6376,1124,0.7960182333851539,0.00694247151635245,0.0069454986250897495,0.960002978864708,0.9633441102133923,,,,0.888,0.8538461538461538,0.8705882352941177,-0.003341131348684301,,3.027108737299611e-06,500
